id,nom,profession,email,telephone,status,admin_approved,created_at
"775272d4-0fc1-4c7a-a4d0-f77530afa58e","ENFAC BTP","Carreleur","prospect_221338360033@nexusmarket.sn","+221 33 836 00 33","active","false","2026-08-11T22:29:36.385913+00:00"
"7da82493-b405-40d6-9bb2-0e50bbab79eb","ESPACE MATERIAUX","Vente de carreaux","prospect_221338353977@nexusmarket.sn","+221 33 835 39 77","active","false","2026-08-11T22:29:32.353039+00:00"
"27a34b62-2a5b-407b-927a-1e1405f879cf","ETABLISSEMENT KHADIM RASSOUL","Carreleur","prospect_221338320661@nexusmarket.sn","+221 33 832 06 61","active","false","2026-08-11T22:29:48.819372+00:00"
"2d8270fc-03e3-4048-ba36-1f219d3f41cb","ETS FALL CARREAUX","Carreleur","prospect_221338609257@nexusmarket.sn","+221 33 860 92 57","active","false","2026-08-11T22:29:49.227839+00:00"
"ea1d5786-b61c-4737-be51-6ff643b189ad","ETS KHADIM RASSOUL","Carreleur","prospect_221777203244@nexusmarket.sn","+221 77 720 32 44","active","false","2026-08-11T22:29:59.229039+00:00"
"02471d68-8dc6-4d00-bbe3-67c5f42dc95d","ETS NDIAYE CARREAUX","Carreleur","prospect_221773395740@nexusmarket.sn","+221 77 339 57 40","active","false","2026-08-11T22:29:32.837351+00:00"
"4a4029d2-f89b-4f3e-a9fc-eee7d35b72b3","ETS SERIGNE FALLOU 28","Carreleur","prospect_221785284000@nexusmarket.sn","+221 78 528 40 00","active","false","2026-08-11T22:29:49.640826+00:00"
"59085632-3836-4fc6-bf1e-56877ccf0241","ETS TAÏF CARREAUX","Vente de carreaux","prospect_221338519237@nexusmarket.sn","+221 33 851 92 37","active","false","2026-08-11T22:29:50.051295+00:00"
"25ac9c32-8bdc-4427-b09f-cde23aa2e22c","ETS TOUBA BELEL WAKEUR","Carreleur","prospect_221772180065@nexusmarket.sn","+221 77 218 00 65","active","false","2026-08-11T22:29:50.464927+00:00"
"96a7b2bd-0ae2-4ba2-9685-ab99e264093d","ETS TOUBA MADIYANA CARREAUX","Carreleur","prospect_221338351703@nexusmarket.sn","+221 33 835 17 03","active","false","2026-08-11T22:29:50.868576+00:00"
"6fbc441e-96a1-4fb2-9bad-7331fd048f4b","Kid'Air (château gonflable/events enfants)","Loueur / Location","kid.air.chateau.gonflable.events.enfants.8370@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"72568304-ef76-43ba-8d52-aefca6b55998","ETS TOUBA TAIF DAROU KHOUDOSS","Carreleur","prospect_221763321545@nexusmarket.sn","+221 76 332 15 45","active","false","2026-08-11T22:29:36.806133+00:00"
"468dcda6-9707-4e03-85a2-1ea62669024c","FRENCIA","Vente de carreaux","prospect_221775259476@nexusmarket.sn","+221 77 525 94 76","active","false","2026-08-11T22:32:51.537243+00:00"
"c4915fae-4424-4be8-b44c-14124351270c","FUN CITY Dakar (clowns/magiciens/animations)","Loueur / Location","fun.city.dakar.clowns.magiciens.animations.644b@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"f18ea91a-8b30-453a-803f-694cfe428320","GIE NID","Vente de carreaux","prospect_221776490081@nexusmarket.sn","+221 77 649 00 81","active","false","2026-08-11T22:32:56.290654+00:00"
"4bf13649-aabb-454e-97d7-104e704be67f","GOGE BAT CERAMIQUE","Vente de carreaux","prospect_221777248489@nexusmarket.sn","+221 77 724 84 89","active","false","2026-08-11T22:29:15.55767+00:00"
"652e7770-8884-4f52-a52f-a0e36869d87c","HE-DI ENTREPRISES","Vente de carreaux","prospect_221338206616@nexusmarket.sn","+221 33 820 66 16","active","false","2026-08-11T22:29:54.024799+00:00"
"db096d14-ba26-4a67-a9bd-14e33b59a9d6","IDEAL CERAMIQUE","Vente de carreaux","prospect_221779051614@nexusmarket.sn","+221 77 905 16 14","active","false","2026-08-11T22:29:59.631255+00:00"
"b1606296-a02b-4733-8c88-cb4c53d43046","INTERNATIONAL BUSINESS TRADING","Vente de carreaux","prospect_221338204673@nexusmarket.sn","+221 33 820 46 73","active","false","2026-08-11T22:29:42.33573+00:00"
"c3bfc68d-630b-4d2e-a422-7bb6bbaf0d06","JAMILCARREAUX","Vente de carreaux","prospect_221338353260@nexusmarket.sn","+221 33 835 32 60","active","false","2026-08-11T22:29:33.418828+00:00"
"7341fedd-e7da-40ab-87f5-c7bf7f51438d","KEUR SERIGNE SALIOU MBACKE","Vente de carreaux","prospect_221709604369@nexusmarket.sn","+221 70 960 43 69","active","false","2026-08-11T22:29:33.884919+00:00"
"b26692d2-a0de-4404-be14-b5392574442d","KEUR SOKHNA MAÏ MBACKE KHEWEUL","Vente de carreaux","prospect_221338353427@nexusmarket.sn","+221 33 835 34 27","active","false","2026-08-11T22:30:00.035582+00:00"
"09dc1b6a-0bb8-4ae7-94fd-403d9637440a","KEUR SOKHNA WALO","Vente de carreaux","prospect_221338351010@nexusmarket.sn","+221 33 835 10 10","active","false","2026-08-11T22:30:00.47214+00:00"
"6d19b621-7218-451d-8bcd-57329b522202","CSN XEWEL CARREAUX","Vente de carreaux","prospect_221338373451@nexusmarket.sn","+221 33 837 34 51","active","false","2026-08-11T22:29:30.74656+00:00"
"74f6fe0a-2fff-44b7-86e2-24f2fabb36b2","KHEWEUL CERAMIQUE 2","Vente de carreaux","prospect_221778499943@nexusmarket.sn","+221 77 849 99 43","active","false","2026-08-11T22:29:54.42369+00:00"
"63f3f88b-21f3-49fc-8e8f-4d8f4981d1c3","KHEWEUL CERAMIQUE SARL","Vente de carreaux","prospect_221338356035@nexusmarket.sn","+221 33 835 60 35","active","false","2026-08-11T22:32:45.853066+00:00"
"69eb9211-f4a1-4579-91bd-663cd8b5bde2","Terrou-Bi (location bateau/pêche sportive)","Loueur / Location","terrou.bi.location.bateau.peche.sportive.31b4@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"0f0d5c85-2033-4c7e-9afb-5ea715eb8889","LA MAISON DE CARREAUX SENEGAL","Vente de carreaux","prospect_221781211898@nexusmarket.sn","+221 78 121 18 98","active","false","2026-08-11T22:29:16.19198+00:00"
"415e3eec-622f-4fd8-aeae-cfcb864b0539","LA MAISON DES CARREAUX","Vente de carreaux","prospect_221773786352@nexusmarket.sn","+221 77 378 63 52","active","false","2026-08-11T22:29:37.277161+00:00"
"706c5ef6-deb4-4611-8579-e329f576acce","Espace scooter dakar","Pièces moto","espace.scooter.dakar.b2be@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"eef2d438-2db6-4bc8-ae85-d1f00c15435f","LAMP FALL CARREAUX (Parcelles)","Vente de carreaux","prospect_221776122206@nexusmarket.sn","+221 77 612 22 06","active","false","2026-08-11T22:29:54.82647+00:00"
"f393025d-d4f1-4651-b9c2-ffd5f30126d9","LAMP FALL CARREAUX (Ngor)","Vente de carreaux","prospect_221779555252@nexusmarket.sn","+221 77 955 52 52","active","false","2026-08-11T22:29:55.231995+00:00"
"024b1425-746c-40f7-aef1-fd68c9c25e46","LAMP FALL CARREAUX (Keur Massar)","Vente de carreaux","prospect_221338782566@nexusmarket.sn","+221 33 878 25 66","active","false","2026-08-11T22:32:51.989604+00:00"
"1b2cc232-b4c9-4a5e-a80a-d11974539c45","Dakar Pièces Détachées Auto Moto (groupe)","Pièces moto","dakar.pieces.detachees.auto.moto.groupe.1905@nexusmarket.sn","Voir groupe","approved","true","2026-08-12T13:38:05.685741+00:00"
"5b73b6f0-5405-4971-9674-b0770d6b0ac2","LAMP FALL CERAMIQUE","Vente de carreaux","prospect_221775737686@nexusmarket.sn","+221 77 573 76 86","active","false","2026-08-11T22:29:55.633073+00:00"
"e28905fd-b1fa-4cee-86f8-1d4ecbed9bd4","Wonder Park Dakar (parc aquatique/loisirs)","Loueur / Location","wonder.park.dakar.parc.aquatique.loisirs.8550@nexusmarket.sn","Voir TikTok","approved","true","2026-08-12T13:38:05.685741+00:00"
"124a4b79-9db8-4e9a-9cef-c23baabfcce0","LAMP FAYE BUSINESS COMPAGNIE","Vente de carreaux","prospect_221775189484@nexusmarket.sn","+221 77 518 94 84","active","false","2026-08-11T22:29:56.022219+00:00"
"acaa210b-1c09-477b-8c1a-7c3daf4824ca","LAYE CARREAUX","Vente de carreaux","prospect_221782657993@nexusmarket.sn","+221 78 265 79 93","active","false","2026-08-11T22:29:42.745643+00:00"
"6d8f23f3-90c5-4ec9-b582-74730be6007e","LONG OCEAN INTERNATIONALTRADING SARL","Vente de carreaux","prospect_221778007189@nexusmarket.sn","+221 77 800 71 89","active","false","2026-08-11T22:29:37.773548+00:00"
"b88ce897-b2d9-4da5-acc7-5d0305a122d3","MAGUALGUI CARREAUX","Vente de carreaux","prospect_221338350968@nexusmarket.sn","+221 33 835 09 68","active","false","2026-08-11T22:32:46.36805+00:00"
"bba43b4a-4dbd-4e56-95c8-aa28038ee9da","MANITECH","Vente de carreaux","prospect_221338327040@nexusmarket.sn","+221 33 832 70 40","active","false","2026-08-11T22:29:16.715209+00:00"
"8e62b366-b16b-4ff8-b8ec-7f82bfc9904c","MARONE SARL","Vente de carreaux","prospect_221338778945@nexusmarket.sn","+221 33 877 89 45","active","false","2026-08-11T22:29:43.158306+00:00"
"62057e79-9bc0-4372-8b9f-e1f47a6610af","MEDINA BAYE CARREAUX","Vente de carreaux","prospect_221772918849@nexusmarket.sn","+221 77 291 88 49","active","false","2026-08-11T22:29:43.567802+00:00"
"4023855a-f16b-43bb-90f1-8c756919be16","Pièces détachées moto (CoinAfrique)","Pièces moto","pieces.detachees.moto.coinafrique.db74@nexusmarket.sn","Voir annonces","approved","true","2026-08-12T13:38:05.685741+00:00"
"21b92ee3-4b06-43b2-b963-c2d42b4b4fe7","MONDIAL CARREAUX KEUR BAMBA","Vente de carreaux","prospect_221338355660@nexusmarket.sn","+221 33 835 56 60","active","false","2026-08-11T22:32:46.783598+00:00"
"a515d441-8973-4bf4-a9ce-af682b729dfd","NARIBOU LA CASE","Vente de carreaux","prospect_221338325020@nexusmarket.sn","+221 33 832 50 20","active","false","2026-08-11T22:32:57.119091+00:00"
"22ae81cb-b88b-4758-9581-508f7845e37d","NDAME SANOSI CARREAUX","Vente de carreaux","prospect_221776402919@nexusmarket.sn","+221 77 640 29 19","active","false","2026-08-11T22:32:57.532126+00:00"
"11db70a3-fe30-4adf-b586-cf5281a3881f","NDAYEN CARREAUX ET PLOMBERIE","Vente de carreaux","prospect_221773418175@nexusmarket.sn","+221 77 341 81 75","active","false","2026-08-11T22:29:17.341236+00:00"
"d22d7d93-4fad-4da6-8306-aff354ccda8d","NDIAMBOUR CARREAUX","Vente de carreaux","prospect_221775413027@nexusmarket.sn","+221 77 541 30 27","active","false","2026-08-11T22:32:52.408469+00:00"
"6577db96-216c-41fa-a15f-834f31e0aab4","NDIAREME CARREAU","Vente de carreaux","prospect_221776429898@nexusmarket.sn","+221 77 642 98 98","active","false","2026-08-11T22:29:38.189965+00:00"
"d4871e16-421d-4666-bb5c-d0247911099e","NDJOBATOU CARREAUX","Vente de carreaux","prospect_221782086843@nexusmarket.sn","+221 78 208 68 43","active","false","2026-08-11T22:29:38.691405+00:00"
"d173c7ec-8938-480a-afb7-afc1ec5096d4","NIAMAR CERAMIQUE","Vente de carreaux","prospect_221776330718@nexusmarket.sn","+221 77 633 07 18","active","false","2026-08-11T22:29:19.471113+00:00"
"c4ed261f-c374-4a75-8533-b6619ff47e56","NOVIBAT","Vente de carreaux","prospect_221338363975@nexusmarket.sn","+221 33 836 39 75","active","false","2026-08-11T22:29:43.97859+00:00"
"5e28c535-6aa5-40af-9344-fab481d25750","PLANETE CERAMIC","Vente de carreaux","prospect_221777807898@nexusmarket.sn","+221 77 780 78 98","active","false","2026-08-11T22:29:44.39977+00:00"
"2f2dba01-19e7-41e3-9f85-3923174f4fdd","PRESTIGE CERAMIQUE","Vente de carreaux","prospect_221777108201@nexusmarket.sn","+221 77 710 82 01","active","false","2026-08-11T22:32:47.211326+00:00"
"4093b2b6-827f-4209-a7c3-174fe0fe7565","QUINCAILLERIE GENERAL DAROU SALAM","Vente de carreaux","prospect_221708784145@nexusmarket.sn","+221 70 878 41 45","active","false","2026-08-11T22:29:44.807715+00:00"
"70099bfc-ee77-4da4-a23c-bad6738f7a1b","QUINCAILLERIE GENERAL GUEYE ET FRERE","Vente de carreaux","prospect_221338519531@nexusmarket.sn","+221 33 851 95 31","active","false","2026-08-11T22:29:24.332452+00:00"
"3cb2b6a6-aa40-4d79-a8ea-0bc7657cec81","RASSOUL CARREAUX","Vente de carreaux","prospect_221338204910@nexusmarket.sn","+221 33 820 49 10","active","false","2026-08-11T22:32:58.031873+00:00"
"c0af19af-15c5-429d-be52-17171e5283a9","RASSOUL CARREAUX DISTRIBUTION","Vente de carreaux","prospect_221338557646@nexusmarket.sn","+221 33 855 76 46","active","false","2026-08-11T22:29:45.219013+00:00"
"2f163043-74f4-463b-b97e-4f0039a941c6","RESSOUL LEROMIQUE","Vente de carreaux","prospect_221338556138@nexusmarket.sn","+221 33 855 61 38","active","false","2026-08-11T22:32:58.447093+00:00"
"b6773303-e62a-4d09-a676-554fa2db98be","RIDIALOUAHI CARREAUX","Vente de carreaux","prospect_221784258090@nexusmarket.sn","+221 78 425 80 90","active","false","2026-08-11T22:32:53.23282+00:00"
"c369f978-763d-41d1-99f8-1c0bd46f8113","ROYAL CERAMIQUE","Vente de carreaux","prospect_221338559919@nexusmarket.sn","+221 33 855 99 19","active","false","2026-08-11T22:32:58.849144+00:00"
"76e6441d-63ef-427a-99b2-8003b0b4f043","SA GROUPE SUARL","Vente de carreaux","prospect_221772564968@nexusmarket.sn","+221 77 256 49 68","active","false","2026-08-11T22:32:47.625223+00:00"
"b9ac8ee9-516f-4db5-a76d-98e1972b5551","SAHA CERAMICA","Vente de carreaux","prospect_221774010012@nexusmarket.sn","+221 77 401 00 12","active","false","2026-08-11T22:29:39.103591+00:00"
"4547775d-bc38-4e3c-96f5-154dd1312e32","SAHEL CARREAUX","Vente de carreaux","prospect_221338325523@nexusmarket.sn","+221 33 832 55 23","active","false","2026-08-11T22:29:39.525464+00:00"
"9a10525a-2e60-4558-b42b-48d4d8a1360d","SALAM CERAMICA","Vente de carreaux","prospect_221338356318@nexusmarket.sn","+221 33 835 63 18","active","false","2026-08-11T22:32:53.65847+00:00"
"e4b2bf2b-9d3f-4d8f-94ed-a6b5db2f1f19","SALOUM CERAMIQUE KEUR SERIGNE BASSIROU","Vente de carreaux","prospect_221775068502@nexusmarket.sn","+221 77 506 85 02","active","false","2026-08-11T22:29:39.970646+00:00"
"bbe4e307-e3ed-4ebc-9858-56225a6d56c5","SANTE YALLA","Vente de carreaux","prospect_221775870532@nexusmarket.sn","+221 77 587 05 32","active","false","2026-08-11T22:32:54.075807+00:00"
"3037a724-c58c-4d55-8553-101232afc0ac","SANTE YALLA CARREAUX","Vente de carreaux","prospect_221723598989@nexusmarket.sn","+221 72 359 89 89","active","false","2026-08-11T22:32:48.063565+00:00"
"f4e70e2e-eb7d-431b-af73-1595ec022b4f","ADPRO (carrosserie et mécanique)","Carrosserie / Tôlerie auto","adpro.carrosserie.et.mecanique.6c15@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"afb477d4-e58f-4c78-a812-1efc99f15a93","Premium Car Services","Carrosserie / Tôlerie auto","premium.car.services.293a@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"aa21ae4a-d982-42b7-a179-be9364515abf","Carfix Sénégal","Carrosserie / Tôlerie auto","carfix.senegal.5454@nexusmarket.sn","+221 78 753 54 54","approved","true","2026-08-12T13:38:05.685741+00:00"
"9a9f1e21-802a-4060-9ed3-31d7c5639805","SEN CARREAUX DABAKH MALICK SY","Vente de carreaux","prospect_221338550757@nexusmarket.sn","+221 33 855 07 57","active","false","2026-08-11T22:32:59.647521+00:00"
"9c03cae4-8f8a-4aa6-972a-d2e774ea072f","SEN CARREAUX KEUR MAME ABLOU AZIZ SY","Vente de carreaux","prospect_221707002325@nexusmarket.sn","+221 70 700 23 25","active","false","2026-08-11T22:32:48.915405+00:00"
"d877dc48-01b6-4adc-b51f-e465200fb433","SEN CARREAUX XEWEUL","Vente de carreaux","prospect_221772343337@nexusmarket.sn","+221 77 234 33 37","active","false","2026-08-11T22:33:00.06101+00:00"
"b7089fc1-289b-465d-944b-907ae08ab91c","SENE CARREAUX KEUR KHADIM","Vente de carreaux","prospect_221338594040@nexusmarket.sn","+221 33 859 40 40","active","false","2026-08-11T22:32:54.481105+00:00"
"654d9c5c-c99b-49ea-8d69-59fd06f8192f","SENE CERAMIC","Vente de carreaux","prospect_221775484409@nexusmarket.sn","+221 77 548 44 09","active","false","2026-08-11T22:32:54.898163+00:00"
"ea817586-18f7-4b3a-8b7d-96f3f9cbc199","SENEGAL CARREAUX","Vente de carreaux","prospect_221771957714@nexusmarket.sn","+221 77 195 77 14","active","false","2026-08-11T22:32:55.351218+00:00"
"d13a71e2-c40c-4c14-b308-2096a185e2c0","SIECO","Vente de carreaux","prospect_221338646566@nexusmarket.sn","+221 33 864 65 66","active","false","2026-08-11T22:33:00.468345+00:00"
"810cee53-3543-4679-8c33-268316364ed0","SKS GROUP","Vente de carreaux","prospect_221769534229@nexusmarket.sn","+221 76 953 42 29","active","false","2026-08-11T22:32:49.32611+00:00"
"13a6a10a-1954-40e8-ad68-f9dc79d3b0fe","SOBIMEX","Vente de carreaux","prospect_221774238278@nexusmarket.sn","+221 77 423 82 78","active","false","2026-08-11T22:32:49.74192+00:00"
"be967fa8-b4db-4e4c-af3b-7eac53a36ced","SONINKARA CARREAUX","Vente de carreaux","prospect_221773207958@nexusmarket.sn","+221 77 320 79 58","active","false","2026-08-11T22:32:55.762652+00:00"
"1d338970-c627-47ad-bfd1-25f1351f33e5","SOPE NABY CARREAUX","Vente de carreaux","prospect_221770355757@nexusmarket.sn","+221 77 035 57 57","active","false","2026-08-12T00:05:47.255131+00:00"
"c9d60de8-ac5f-49da-a498-e705f8ef4daf","SUNU CARREAUX","Vente de carreaux","prospect_221338559556@nexusmarket.sn","+221 33 855 95 56","active","false","2026-08-12T00:05:50.589831+00:00"
"b4a4e5e7-f8d8-4167-a391-b7c403bff0e7","SUPER CERAMIQUE","Vente de carreaux","prospect_221338670640@nexusmarket.sn","+221 33 867 06 40","active","false","2026-08-11T22:32:50.168682+00:00"
"a7a534d4-dd7e-465a-9557-2501946a27c4","SCCS","Vente de carreaux","prospect_221338322472@nexusmarket.sn","+221 33 832 24 72","active","false","2026-08-11T22:32:48.491113+00:00"
"a3862895-03d2-4f3c-8dd3-483c795b13ed","auto-carrosserie-dakar.com","Carrosserie / Tôlerie auto","auto.carrosserie.dakar.com.0b0d@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"a45254b8-6d3b-428a-8409-776319062bae","SYLLA CERAMICAS","Vente de carreaux","prospect_221338557858@nexusmarket.sn","+221 33 855 78 58","active","false","2026-08-12T00:06:05.670992+00:00"
"4d8798be-1098-4e16-9238-a58f99914d6a","TABAKH MATERIAUX","Vente de carreaux","prospect_221338553183@nexusmarket.sn","+221 33 855 31 83","active","false","2026-08-12T00:05:53.109977+00:00"
"234b7fea-f3fd-43e3-91ad-09be0f0447b8","KHELCOM PAREBRISE (vente batteries + pare-brise)","Vitres / Verre auto","khelcom.parebrise.vente.batteries.pare.brise.b370@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"fe815cff-131c-4d35-ad0d-f9c63d90bc14","TAWFEEX CARREAUX","Vente de carreaux","prospect_221773969898@nexusmarket.sn","+221 77 396 98 98","active","false","2026-08-12T00:05:53.909468+00:00"
"7f94eceb-512e-4e18-a912-169f2903729c","TAWFEKH CERAMIQUE","Vente de carreaux","prospect_221774339224@nexusmarket.sn","+221 77 433 92 24","active","false","2026-08-11T22:30:01.313529+00:00"
"41574bd6-b9ab-458d-9d71-93f231c26fb1","Afrique Pare-Brise (page Facebook)","Vitres / Verre auto","afrique.pare.brise.page.facebook.6723@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"5eb36dcf-4815-49bb-b820-bdefc13fd551","TDSC PRESTIGE","Vente de carreaux","prospect_221338608919@nexusmarket.sn","+221 33 860 89 19","active","false","2026-08-11T22:33:00.878581+00:00"
"04cdec42-c981-4c42-9698-18f7073d2cc2","TOP CARREAUX","Vente de carreaux","prospect_221338781819@nexusmarket.sn","+221 33 878 18 19","active","false","2026-08-12T00:08:54.310743+00:00"
"ac8d8212-6fe7-4e92-a497-a315c78ef012","TOUBA BAGDAD","Vente de carreaux","prospect_221338340704@nexusmarket.sn","+221 33 834 07 04","active","false","2026-08-12T00:05:55.710484+00:00"
"7c3abba5-0ad9-4777-a33e-629e0abcd7dd","TOUBA BELEL CERAMIQUE","Vente de carreaux","prospect_221774043824@nexusmarket.sn","+221 77 404 38 24","active","false","2026-08-12T00:05:56.396118+00:00"
"62e09abe-9a0d-4857-87e5-cf0d5588fd4a","TOUBA CARREAUX","Vente de carreaux","prospect_221774056475@nexusmarket.sn","+221 77 405 64 75","active","false","2026-08-12T00:05:56.833601+00:00"
"5d72fc1d-1279-4058-8f04-0e0e852df2c8","TOUBA CARREAUX TEXTILES","Vente de carreaux","prospect_221776118213@nexusmarket.sn","+221 77 611 82 13","active","false","2026-08-12T00:08:55.444114+00:00"
"48c6641f-4498-4250-8498-1e953803c900","TOUBA DAROU SALAM CARREAUX","Vente de carreaux","prospect_221338550609@nexusmarket.sn","+221 33 855 06 09","active","false","2026-08-12T00:08:56.016284+00:00"
"f544d189-8fc5-4512-9209-d7576d175a9e","TOUBA KAMARENNE CARREAUX","Vente de carreaux","prospect_221768369787@nexusmarket.sn","+221 76 836 97 87","active","false","2026-08-12T00:08:56.584288+00:00"
"5bc9f7d5-11d7-42af-888b-391ee7fbac1e","TOUBA KHELCOM CERAMIQUE","Vente de carreaux","prospect_221777506739@nexusmarket.sn","+221 77 750 67 39","active","false","2026-08-12T00:08:57.480105+00:00"
"08d6f6c0-342e-494a-89ff-de48dd631079","Pare-brise neufs et occasions (CoinAfrique)","Vitres / Verre auto","pare.brise.neufs.et.occasions.coinafrique.8d10@nexusmarket.sn","Voir annonce","approved","true","2026-08-12T13:38:05.685741+00:00"
"0b017a24-ec18-470e-8a6a-9e177ff308a4","TOUBA KHELCOM WADE ET FRERES","Vente de carreaux","prospect_221776479557@nexusmarket.sn","+221 77 647 95 57","active","false","2026-08-12T00:08:58.055266+00:00"
"07f55be3-c6c8-44fc-a9fd-18c23511ca29","Dakar Pare-Brise (page Facebook)","Vitres / Verre auto","dakar.pare.brise.page.facebook.5150@nexusmarket.sn","+221 77 712 51 50","approved","true","2026-08-12T13:38:05.685741+00:00"
"301ab2ec-6ca8-4372-80eb-7e31d42e4bf3","AUTOBRISE","Vitres / Verre auto","autobrise.0453@nexusmarket.sn","Voir annuaire","approved","true","2026-08-12T13:38:05.685741+00:00"
"ffb94f2f-fda6-4d97-b54e-5b45f543d648","Locadakar","Agence immobilière","prospect_221775555570@nexusmarket.sn","+221 77 555 55 70","approved","true","2026-08-12T00:50:29.845996+00:00"
"4edb3278-c78f-4c0e-81cd-d82a55cbaa24","AB Immobilier","Agence immobilière","prospect_221338645401@nexusmarket.sn","+221 33 864 54 01","approved","true","2026-08-12T00:50:29.845996+00:00"
"d2f140dd-668c-44d4-82d0-7418ae92dbab","Keur-immo Sénégal","Agence immobilière","prospect_221771517947@nexusmarket.sn","+221 77 151 79 47","approved","true","2026-08-12T00:50:29.845996+00:00"
"955bc0b8-4404-489c-a16e-7ff958c13c8f","IMMO Business","Agence immobilière","prospect_221771362279@nexusmarket.sn","+221 77 136 22 79","approved","true","2026-08-12T00:50:29.845996+00:00"
"cf75d765-201f-4783-a200-d2181582fd8f","Adis Immobilière","Agence immobilière","prospect_221776331367@nexusmarket.sn","+221 77 633 13 67","approved","true","2026-08-12T00:50:29.845996+00:00"
"eeee2705-1d15-48e8-ad2d-cad30c3b9aa1","Agence Immobilière du Sahel","Agence immobilière","prospect_221338674599@nexusmarket.sn","+221 33 867 45 99","approved","true","2026-08-12T00:50:29.845996+00:00"
"f86b9b31-5f47-4bbd-949f-81bf31355277","Conseil en Immobilier et Trading","Agence immobilière","prospect_221338272829@nexusmarket.sn","+221 33 827 28 29","approved","true","2026-08-12T00:50:29.845996+00:00"
"73063d52-0c5d-4b9f-9a12-f5fb995a4b6b","Ema Immobilier","Agence immobilière","prospect_221338687829@nexusmarket.sn","+221 33 868 78 29","approved","true","2026-08-12T00:50:29.845996+00:00"
"0a6b46e3-a8b0-47c0-aa7b-3e1d44798a4d","IMMO AZUR","Agence immobilière","prospect_221338691185@nexusmarket.sn","+221 33 869 11 85","approved","true","2026-08-12T00:50:29.845996+00:00"
"1a710c6d-f1eb-47a5-8522-7dc7bcf9ca45","Immo'Dev","Agence immobilière","prospect_221338553839@nexusmarket.sn","+221 33 855 38 39","approved","true","2026-08-12T00:50:29.845996+00:00"
"13119d9f-9d61-4967-8ce7-6216fe424198","Dekkmann Immobilier","Agence immobilière","prospect_221338671397@nexusmarket.sn","+221 33 867 13 97","approved","true","2026-08-12T00:50:29.845996+00:00"
"243db2c5-bca8-441b-99d5-e7b7e2a4c383","Copadex Sénégal","Pneus / Pneumatiques","copadex.senegal.7940@nexusmarket.sn","+221 33 889 79 40","approved","true","2026-08-12T13:38:05.685741+00:00"
"55652559-53c1-4fe6-a761-02334bfd94a7","Immobilier Coumba","Agence immobilière","prospect_221776377644@nexusmarket.sn","+221 77 637 76 44","approved","true","2026-08-12T00:50:29.845996+00:00"
"01b87699-8b97-4952-a150-4d913d025069","Agence Nabi","Agence immobilière","prospect_221338647004@nexusmarket.sn","+221 33 864 70 04","approved","true","2026-08-12T00:50:29.845996+00:00"
"7b8fd413-e8ed-456e-ba64-a1c378939df9","Habiter.biz","Agence immobilière","prospect_221772847878@nexusmarket.sn","+221 77 284 78 78","approved","true","2026-08-12T00:50:29.845996+00:00"
"55844a89-d5be-4223-9df4-30a5c7854eae","Centre Pneumatique de Dakar (CPD)","Pneus / Pneumatiques","centre.pneumatique.de.dakar.cpd.6fed@nexusmarket.sn","Voir site","approved","true","2026-08-12T13:38:05.685741+00:00"
"db09b2fc-865c-452e-8c45-175e9a92b703","SAKA Senegal (pneus + lubrifiants)","Pneus / Pneumatiques","saka.senegal.pneus.lubrifiants.0dbe@nexusmarket.sn","Voir Facebook","approved","true","2026-08-12T13:38:05.685741+00:00"
"c575ae39-1fcf-40a1-839c-7d3e20280abf","ETS Maleye","Pneus / Pneumatiques","ets.maleye.6404@nexusmarket.sn","+221 33 889 64 04","approved","true","2026-08-12T13:38:05.685741+00:00"
"efc2b621-47c1-462b-a1fc-2a78d5dd65fa","Merthi Immobilier","Agence immobilière","prospect_221775299829@nexusmarket.sn","+221 77 529 98 29","approved","true","2026-08-12T00:50:29.845996+00:00"
"62bebfd7-bae4-4207-89e1-c87c9c854b6a","Kawsara Immobilier","Agence immobilière","prospect_221773739472@nexusmarket.sn","+221 77 373 94 72","approved","true","2026-08-12T00:50:29.845996+00:00"
"61b033d7-18fb-47fd-a21e-80867d6e26a1","Siproco Immobilier","Agence immobilière","prospect_221766805909@nexusmarket.sn","+221 76 680 59 09","approved","true","2026-08-12T00:50:29.845996+00:00"
"9407b869-e59d-496e-8ed9-9d20968223d7","Taïssir Immobilière","Agence immobilière","prospect_221707757511@nexusmarket.sn","+221 70 775 75 11","approved","true","2026-08-12T00:50:29.845996+00:00"
