Nom,Categorie,Prix_achat_fcfa,Prix_vente_fcfa,Prix_original_fcfa,Stock,Description,Image_url,Images,Marque,Etat,Region,Vendeur,Telephone
Support tv champion mural 26-65 C45,Électronique & Hi-Fi,5600,7000,,5,Le Support TV Champion C45 est un support mural conçu pour accueillir des téléviseurs de 26 à 65 pouces. Il permet d’installer votre écran directement au mur afin de libérer de l’espace et de donner un aspect plus moderne et ordonné à votre pièce. Sa conception murale assure un maintien stable du téléviseur lorsqu’il est correctement installé sur un mur adapté. Il convient aussi bien aux téléviseurs de taille moyenne qu’aux grands écrans jusqu’à 65 pouces.,https://www.soumari.com/wp-content/uploads/2026/08/Support-tv-champion-mural-26-65-C45-1-300x300.jpg,,,Neuf,Dakar,,
Support TV champion pivotant 14-42,Électronique & Hi-Fi,4200,5300,,5,"Le Support TV Champion pivotant 14–42″ est conçu pour fixer solidement un téléviseur au mur tout en permettant de modifier son orientation selon l’angle de vision souhaité. Compatible avec les téléviseurs de 14 à 42 pouces, il constitue une solution pratique pour optimiser l’espace et améliorer le confort de visionnage. Sa fonction pivotante permet d’orienter l’écran vers la gauche ou la droite afin d’obtenir une meilleure visibilité depuis différentes positions dans la pièce.",https://www.soumari.com/wp-content/uploads/2026/08/Support-TV-champion-pivotant-14-42-1-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 75″ QLED QE75Q7FAAUXLY,Électronique & Hi-Fi,590000,637200,,5,"Le Samsung QE75Q7FAAUXLY est un téléviseur QLED Smart TV de 75 pouces  conçu pour offrir une qualité d’image exceptionnelle grâce à la technologie Quantum Dot. Celle-ci reproduit 100 % du volume colorimétrique, garantissant des couleurs plus riches, plus précises et éclatantes, même dans les scènes les plus lumineuses.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Samsung-75-QLED-QE75Q7FAAUXLY-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 75″ smart UHD 4K 75DU7170U,Électronique & Hi-Fi,561750,606700,,5,"Le Samsung 75DU7170U est un Smart TV Crystal UHD 4K de 75 pouces conçu pour offrir une qualité d’image remarquable et une navigation fluide grâce au système Samsung  . Son grand écran est idéal pour les salons spacieux, les salles de réunion, les hôtels ou les espaces de divertissement. Grâce au Crystal Processor 4K, chaque contenu est optimisé pour afficher des images plus nettes, des couleurs plus naturelles et une mise à l’échelle intelligente vers une qualité proche de la 4K. Que vous regardiez des films, des événements sportifs ou des vidéos en streaming, vous profitez d’une image détaillée et réaliste.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Samsung-75-smart-UHD-4K-75DU7170U-1-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 75″ smart android UA75U8000F,Électronique & Hi-Fi,581000,627500,,5,"Le Samsung UA75U8000F est un téléviseur Smart TV LED Crystal UHD 4K de 75 pouces conçu pour offrir une qualité d’image exceptionnelle et une expérience connectée fluide. Son grand écran est idéal pour les salons, les salles de réunion, les hôtels ou tout espace nécessitant un affichage de grande taille. Équipé du Crystal Processor 4K, ce téléviseur optimise automatiquement les couleurs, le contraste et les détails afin d’offrir une image plus nette et plus réaliste. Grâce à la mise à l’échelle 4K  , les contenus de résolution inférieure sont améliorés pour se rapprocher de la qualité Ultra HD.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Samsung-75-smart-android-UA75U8000F-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 75″ smart 75DU700,Électronique & Hi-Fi,567000,612400,,5,"Le Samsung 75DU700 est un téléviseur Smart TV Crystal UHD 4K de 75 pouces  conçu pour offrir une qualité d’image exceptionnelle et une expérience connectée complète. Son immense écran est idéal pour les salons, les salles de réunion, les hôtels ou les espaces de divertissement. Grâce au puissant Crystal Processor 4K, chaque contenu est optimisé pour offrir des images plus nettes, des couleurs naturelles et une mise à l’échelle intelligente vers une résolution proche de la 4K. Que vous regardiez la télévision, des films ou des vidéos en streaming, l’image gagne en précision et en réalisme.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Samsung-75-smart-75DU700-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 75″ smart 4K 75U8092FUXXH,Électronique & Hi-Fi,561750,606700,,5,"Le Samsung 75U8092FUXXH est un téléviseur Crystal UHD 4K Smart TV de 75 pouces conçu pour offrir une qualité d’image exceptionnelle et une expérience connectée moderne. Son immense écran est idéal pour les grands salons, salles de réunion ou espaces de divertissement. Grâce au Crystal Processor 4K, chaque image est optimisée afin d’afficher des couleurs naturelles, des détails précis et une mise à l’échelle intelligente des contenus vers une qualité proche de la 4K. Même les vidéos de résolution inférieure bénéficient d’une image plus nette et plus détaillée.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Samsung-75-smart-4K-75U8092FUXXH-300x300.jpg,,,Neuf,Dakar,,
Téléviseur sharp 75″ smart Google Tv 4T-C75FJ1NX,Électronique & Hi-Fi,418000,451400,,5,"Le Sharp 4T-C75FJ1NX est un téléviseur intelligent de 75 pouces conçu pour transformer votre salon en véritable salle de cinéma. Grâce à sa résolution   et à sa technologie Direct LED, il offre des images d’une netteté remarquable, des couleurs éclatantes et des contrastes saisissants pour une immersion totale.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-sharp-75-smart-Google-Tv-4T-C75FJ1NX-300x300.jpg,,,Neuf,Dakar,,
Téléviseur sharp 65″ smart Google Tv 4T-C65FJ1MX,Électronique & Hi-Fi,303000,327200,,5,"Le Sharp 4T-C65FJ1MX est un téléviseur intelligent de 65 pouces  conçu pour offrir une qualité d’image exceptionnelle. Grâce à sa résolution  et à sa technologie Direct LED, il affiche des images nettes, des couleurs éclatantes et des contrastes optimisés pour une immersion totale dans vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-sharp-65-smart-Google-Tv-4T-C65FJ1MX-300x300.jpg,,,Neuf,Dakar,,
Téléviseur sharp 55″ smart Google Tv 4T-C55FJ1MX,Électronique & Hi-Fi,212000,229000,,5,"Le Sharp 4T-C55FJ1MX Smart Google TV est conçu pour offrir une expérience visuelle et sonore de haute qualité. Son écran 55 pouces avec une résolution qui restitue des images ultra-nettes, des couleurs éclatantes et un niveau de détail remarquable, idéal pour les films, les séries, les événements sportifs et les jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-sharp-55-smart-Google-Tv-4T-C55FJ1MX-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur sharp 32″ smart Google Tv 2T-C32GH,Électronique & Hi-Fi,83500,93500,,5,"Le Sharp 2T-C32GH Smart Google TV 32 pouces est un téléviseur connecté conçu pour offrir une excellente qualité d’image et une navigation fluide. Son écran HD  avec technologie Direct LED et prise en charge du HDR améliore le contraste, la luminosité et la richesse des couleurs pour une expérience de visionnage agréable.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-sharp-32-smart-Google-Tv-2T-C32GH-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Sharp 42″ smart Google Tv 2T-C43GH,Électronique & Hi-Fi,134000,150100,,5,"Le Sharp 2T-C43GH Smart Google TV 43 pouces est conçu pour offrir une expérience visuelle immersive grâce à son écran Full HD   de 43 pouces. Sa technologie Direct LED  restitue des images plus lumineuses, des couleurs plus riches et un meilleur niveau de contraste pour profiter pleinement de vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Sharp-42-smart-Google-Tv-2T-C43GH-300x300.jpg,,,Neuf,Dakar,,
Téléviseur elactron 98″ smart Google Tv 9801S,Électronique & Hi-Fi,1400000,1512000,,5,"Le Téléviseur Elactron 9801S Smart Google TV 98 pouces est conçu pour les amateurs de très grands écrans souhaitant vivre une expérience immersive digne d’une salle de cinéma. Son écran QLED de 98 pouces  associé à une résolution 4K Ultra HD offre des images d’une netteté remarquable, des couleurs éclatantes et un contraste élevé pour tous vos contenus",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-elactron-98-smart-1-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Elactron 85″ smart Google Tv 8501S,Électronique & Hi-Fi,765000,826200,,5,"Le Téléviseur Elactron 8501S Smart Google TV 85 pouces est conçu pour offrir une qualité d’image spectaculaire sur un écran géant de 85 pouces  . Sa technologie QLED associée à une résolution 4K Ultra HD  restitue des images d’une netteté exceptionnelle, des couleurs riches et un contraste profond, idéals pour les films, les séries, le sport et les jeux vidéo",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Elactron-85-smart-Google-Tv-8501S--300x300.jpg,,,Neuf,Dakar,,
Téléviseur elactron 75″ smart Google Tv 75M10F,Électronique & Hi-Fi,438000,473000,,5,"Le Téléviseur Elactron 75M10F Smart Google TV est conçu pour offrir une immersion totale grâce à son écran géant de 75 pouces et sa résolution 4K Ultra HD . Il restitue des images d’une grande précision, avec des couleurs éclatantes et un contraste optimisé pour profiter pleinement de vos films, séries, événements sportifs et jeux vidéo",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-elactron-75-smart-Google-Tv-75M10F--300x300.jpg,,,Neuf,Dakar,,
Téléviseur Elactron 65″ smart Google Tv 65M10F,Électronique & Hi-Fi,286200,309100,,5,"Le Téléviseur Elactron 65M10F Smart Google TV est conçu pour offrir une qualité d’image exceptionnelle sur un grand écran 65 pouces . Grâce à sa résolution 4K Ultra HD , chaque scène bénéficie d’une netteté remarquable, de couleurs éclatantes et d’un contraste élevé, idéal pour les films, les séries, les événements sportifs et les jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Elactron-65-smart-Google-Tv-65M10F-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Elactron 55″ smart Google TV 55M10F,Électronique & Hi-Fi,200000,216000,,5,"Le Téléviseur Elactron 55M10F Smart Google TV est conçu pour offrir une expérience de divertissement exceptionnelle grâce à son grand écran 55 pouces et sa résolution 4K Ultra HD . Chaque image bénéficie d’un niveau de détail remarquable, de couleurs éclatantes et d’un excellent contraste pour profiter pleinement de vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Elactron-55-smart-Google-TV-55M10F-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Elactron 43″ smart Google Tv 43M10F,Électronique & Hi-Fi,115000,128800,,5,"Le Téléviseur Elactron 43M10F Smart Google TV 43 pouces est conçu pour offrir une expérience audiovisuelle moderne et intuitive. Équipé de Google TV, il vous permet d’accéder rapidement à vos plateformes de streaming préférées telles que YouTube, Netflix, Prime Video et bien d’autres.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Elactron-43-smart-Google-Tv-43M10F-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Elactron 32″ smart Google Tv 3201S,Électronique & Hi-Fi,73500,82300,,5,"Le Téléviseur Elactron TS-3201S est un Smart Google TV LED de 32 pouces conçu pour offrir une excellente qualité d’image et un accès rapide à vos contenus préférés. Son écran Full HD restitue des images nettes, des couleurs vives et un bon niveau de contraste pour vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-Elactron-32-smart-Google-Tv-3201S--300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 75″ smart Google TV 75LE100-CN,Électronique & Hi-Fi,380000,410400,,5,"Le Deska 75LE100-CN est un Smart Google TV LED de 75 pouces conçu pour offrir une expérience de divertissement immersive grâce à son grand écran Ultra HD 4K . Il restitue des images d’une netteté remarquable, des couleurs éclatantes et un excellent niveau de détail pour tous vos contenus.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-75-smart-Google-TV-65LE100-CN--300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 65″ smart Google TV 65LE100-CN,Électronique & Hi-Fi,270000,291600,,5,"Le Deska 65LE100-CN est un Smart Google TV LED de 65 pouces conçu pour offrir une qualité d’image exceptionnelle et une navigation intelligente. Son écran Ultra HD 4K restitue des images d’une grande netteté, des couleurs éclatantes et un niveau de détail impressionnant, idéal pour les films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-65-smart-Google-TV-75LE100-CN--300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 55″ smart Google TV 55LE100-CN,Électronique & Hi-Fi,194000,217300,,5,"Le Deska 55LE100-CN est un Smart Google TV LED de 55 pouces (140 cm) conçu pour offrir une expérience visuelle immersive et un accès rapide à tous vos contenus favoris. Son écran Full HD  garantit des images détaillées, des couleurs éclatantes et un excellent contraste pour vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-55-smart-Google-TV-55LE100-CN-300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 50″ smart Google Tv 50LE100-CN,Électronique & Hi-Fi,151800,170000,,5,"Le Deska 50LE100-CN est un Smart Google TV de 50 pouces (127 cm) conçu pour offrir une qualité d’image exceptionnelle et une navigation fluide. Son écran LED Full HD  restitue des images nettes, des couleurs éclatantes et un excellent contraste pour vos films, séries, événements sportifs et jeux vidéo. Grâce au système Google TV, accédez facilement à vos contenus préférés depuis une interface moderne et intuitive. Téléchargez vos applications favorites via le Google Play Store et profitez de plateformes comme YouTube, Netflix, Prime Video, Disney+ et bien d’autres (selon leur disponibilité dans votre région).",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-50-smart-Google-Tv-50LE100-CN--300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 43″ smart Google Tv 43LE100-CN,Électronique & Hi-Fi,113400,127000,,5,"Le Deska 43LE100-CN est un Smart Google TV de 43 pouces (108 cm) conçu pour offrir une expérience de divertissement fluide et immersive. Son écran LED Full HD garantit des images nettes, des couleurs éclatantes et un excellent niveau de détail pour vos films, séries, événements sportifs et jeux vidéo. Grâce au système Google TV, accédez facilement à un large catalogue d’applications disponibles sur le Google Play Store. Regardez vos contenus favoris sur YouTube, Netflix, Prime Video et bien d’autres plateformes (selon leur disponibilité dans votre région). La navigation est intuitive et les recommandations personnalisées rendent votre expérience encore plus agréable.",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-43-smart-Google-Tv-43LE100-CN--300x300.jpg,,,Neuf,Dakar,,
Téléviseur deska 32″ smart Google Tv 32LE100-CN,Électronique & Hi-Fi,74000,82900,,5,"Le Deska 32LE100-CN est un Smart Google TV de 32 pouces conçu pour offrir une expérience multimédia moderne et intuitive. Grâce au système Google TV, accédez facilement à des milliers d’applications via le Google Play Store, notamment YouTube, Netflix, Prime Video et bien d’autres (selon leur disponibilité dans votre région).",https://www.soumari.com/wp-content/uploads/2026/07/Televiseur-deska-32-smart-Google-Tv-32LE100-CN--300x300.jpg,,,Neuf,Dakar,,
Pack Chambre 2,Électronique & Hi-Fi,281000,303500,,5,"Aménagez votre chambre à moindre coût avec ce pack complet 4-en-1, pensé pour les étudiants, jeunes actifs, colocataires ou toute personne qui veut équiper rapidement son espace sans multiplier les achats.",https://www.soumari.com/wp-content/uploads/2026/07/Pack-chambre-2-300x300.jpg,,,Neuf,Dakar,,
Pack Chambre 1,Électronique & Hi-Fi,201000,217100,,5,"Vous cherchez à équiper votre Chambre ? Ce pack chambre 3-en-1 réunit tout l’essentiel du quotidien. Des marques reconnues sur le marché mondial, des appareils fiables, un seul geste d’achat. Contactez-nous dès maintenant pour commander votre pack complet et profiter d’une livraison rapide !",https://www.soumari.com/wp-content/uploads/2026/07/Pack-Chambre-1-300x300.jpg,,,Neuf,Dakar,,
Pack hisense Appartement,Électronique & Hi-Fi,469000,506500,,5,"Le Pack Hisense Appartement rassemble une sélection d’équipements électroménagers de la marque Hisense, conçus pour offrir performance, fiabilité et confort au quotidien. Idéal pour équiper un appartement, ce pack constitue une solution pratique et économique adaptée aux besoins des foyers modernes. Profitez de la technologie et de la qualité Hisense pour bénéficier d’équipements durables avec un excellent rapport qualité-prix. **Commandez au 76 552 75 67** _**Livraison Gratuite !!!**_",https://www.soumari.com/wp-content/uploads/2026/06/Pack-hisense-Appartement-300x300.jpg,,,Neuf,Dakar,,
Téléviseur Samsung 43″ smart UA 43F6000FUXLY,Électronique & Hi-Fi,160000,179200,,5,"Le Samsung UA43F6000FUXLY est un téléviseur intelligent de 43 pouces conçu pour offrir des images nettes, des couleurs éclatantes et une navigation fluide grâce à son système Samsung Smart TV. Doté d’une résolution Full HD (1920 × 1080 pixels), il affiche des images détaillées avec un excellent niveau de contraste, idéal pour regarder des films, séries, événements sportifs et émissions de télévision.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-Samsung-43-smart-UA-43F6000FUXLY-1-300x300.webp,,,Neuf,Dakar,,
Téléviseur LG 70″ smart 4K UP7550PVD,Électronique & Hi-Fi,497000,536800,,5,"Le Téléviseur LG 70″ Smart 4K UHD UP7550PVD est conçu pour offrir une qualité d’image remarquable et une expérience visuelle immersive grâce à son immense écran de 70 pouces et sa résolution 4K Ultra HD. Équipé du système LG Smart TV, il permet d’accéder facilement à vos plateformes de streaming préférées telles que Netflix, YouTube, Prime Video et bien d’autres applications en ligne.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-LD-70-smart-4K-UP7550PVD-300x300.webp,,,Neuf,Dakar,,
Téléviseur SJ 32″ led ASJ32ALED,Électronique & Hi-Fi,52000,58200,,5,"Le Téléviseur SJ 32″ LED ASJ32ALED est conçu pour offrir une excellente qualité d’image et de son à un prix accessible. Grâce à sa technologie LED basse consommation, il garantit des images lumineuses, des couleurs éclatantes et une consommation électrique réduite.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-SJ-32-led-ASJ32ALED-300x300.webp,,,Neuf,Dakar,,
Téléviseur IBSON 75″ smart android + 2 télécommandes IB0075F25V,Électronique & Hi-Fi,420000,453600,,5,"Le Téléviseur IBSON 75″ Smart Android IB0075F25V est conçu pour offrir une immersion totale grâce à son immense écran de 75 pouces  et sa qualité d’image 4K Ultra HD, idéale pour les films, séries, événements sportifs et jeux vidéo. Grâce à son système Android Smart TV, accédez facilement à vos applications préférées telles que Netflix, YouTube, Prime Video, TikTok et bien d’autres via une interface simple et intuitive.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-IBSON-75-smart-android-2-telecommandes-IB0075F25V-300x300.webp,,,Neuf,Dakar,,
Téléviseur Sony 85″ smart Google Tv K85S30/1E51,Électronique & Hi-Fi,990000,1069200,,5,"Le **Sony BRAVIA 3 K85S30** est un téléviseur premium de **85 pouces (215 cm)** conçu pour offrir une expérience immersive exceptionnelle grâce à sa résolution **4K Ultra HD (3840 × 2160 pixels)** et au puissant processeur **4K HDR Processor X1™**.Grâce à **Google TV**, accédez facilement à Netflix, YouTube, Prime Video, Disney+, Canal+ et des milliers d’applications disponibles sur le Google Play Store. Le contrôle vocal avec **Google Assistant** est intégré directement au téléviseur grâce à un microphone embarqué.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-Sony-85-smart-Google-Tv-K85S301E51--300x300.jpg,,,Neuf,Dakar,,
Téléviseur finix 75″ smart android 4K 75UQR684S,Électronique & Hi-Fi,440000,475200,,5,"Le Finix 75UQR684S est un téléviseur haut de gamme conçu pour offrir une expérience visuelle immersive grâce à son immense écran de 75 pouces (190 cm) et sa résolution Ultra HD 4K (3840 × 2160 pixels). Équipé du système Android TV officiel sous Android 11, il permet d’accéder facilement à des milliers d’applications via Google Play Store, notamment Netflix, YouTube, IPTV et d’autres plateformes de streaming.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-finix-75-smart-android-4K-75UQR684S-300x300.webp,,,Neuf,Dakar,,
Téléviseur finix 65″ smart android 4K 65UQR684S,Électronique & Hi-Fi,268000,289400,,5,"Le Finix 65UQR684S est un téléviseur intelligent conçu pour offrir une qualité d’image exceptionnelle grâce à sa résolution 4K Ultra HD (3840 x 2160 pixels), soit quatre fois plus de détails qu’un téléviseur Full HD. Son grand écran de 65 pouces vous plonge au cœur de l’action avec des images nettes, des couleurs éclatantes et des contrastes optimisés pour les films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-finix-65-smart-android-4K-65UQR684S-300x300.webp,,,Neuf,Dakar,,
Téléviseur Amaz 65″ smart + 2 commandes AM65FT1002SV,Électronique & Hi-Fi,245000,264600,,5,"Le Téléviseur Amaz 65″ Smart Android AM65FT1002SV est conçu pour offrir une expérience visuelle immersive grâce à son grand écran de 65 pouces et à son système Android Smart TV. Profitez de vos films, séries, matchs et vidéos préférés avec une image nette, des couleurs éclatantes et un excellent niveau de détail. Son interface Android permet d’accéder facilement à de nombreuses applications de divertissement et de streaming.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-Amaz-65-smart-2-commandes-AM65FT1002SV-1-300x300.webp,,,Neuf,Dakar,,
Téléviseur wow 43″ smart android 43SF52000B2,Électronique & Hi-Fi,103500,115900,,5,"Le Téléviseur WOW 43″ Smart Android 43SF52000B2 est conçu pour offrir une expérience multimédia complète grâce à son système Android Smart TV et son grand écran de 43 pouces. Son écran LED Full HD garantit des images nettes, des couleurs éclatantes et un excellent niveau de détail pour vos films, séries, événements sportifs et jeux vidéo.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-wow-43-smart-android-43SF52000B2-2-300x300.webp,,,Neuf,Dakar,,
Téléviseur Amaz 32″ smart android AM32FT1002S,Électronique & Hi-Fi,64000,71700,,5,"Le Téléviseur Amaz 32″ Smart Android AM32FT1002S est conçu pour offrir une expérience de divertissement moderne et connectée, idéale pour les chambres, salons, bureaux et studios. Grâce à son système Android Smart TV, vous accédez facilement à vos applications préférées telles que YouTube, Netflix et bien d’autres plateformes de streaming via une interface intuitive et conviviale.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-Amaz-32-smart-android-AM32FT1002S-300x300.webp,,,Neuf,Dakar,,
Téléviseur ibson 32″ smart android + 2 télécommande IB0032FTU1S/IB0032F25S,Électronique & Hi-Fi,68000,76200,,5,"Le Téléviseur IBSON 32″ Smart Android IB0032FTU1S / IB0032F25S est conçu pour offrir une expérience de divertissement moderne et connectée dans un format compact adapté aux salons, chambres, bureaux et studios. Grâce à son système Android Smart TV, vous accédez facilement à vos applications préférées telles que Netflix, YouTube, TikTok et Music TV, directement depuis votre téléviseur. Il dispose également d’une connexion Wi-Fi et Bluetooth pour une utilisation encore plus pratique.",https://www.soumari.com/wp-content/uploads/2026/06/Televiseur-ibson-32-smart-android-2-telecommande-IB0032FTU1S-IB0032F25S-300x300.webp,,,Neuf,Dakar,,
Téléviseur Enduro 75″ Smart Google TV,Électronique & Hi-Fi,406800,439300,,5,"Le Enduro 75 Smart Google TV est conçu pour transformer votre salon en véritable salle de cinéma grâce à son **écran géant** et ses fonctionnalités intelligentes de dernière génération. Avec le système **Google TV**, profitez d’un accès instantané à vos applications préférées comme YouTube, Netflix, Prime Video, Disney+ et bien d’autres pour un divertissement illimité.",https://www.soumari.com/wp-content/uploads/2026/05/TELEVISEUR-ENDURO-75-SMART-GOOGLE-TV_11zon-300x300.webp,,,Neuf,Dakar,,
Téléviseur Enduro 65″ Smart Google TV,Électronique & Hi-Fi,295000,318600,,5,"Le Enduro 65 Smart Google TV est conçu pour offrir une expérience de divertissement premium grâce à son écran géant et ses fonctionnalités intelligentes de dernière génération. Grâce au système Google TV, accédez instantanément à vos applications préférées comme YouTube, Netflix, Prime Video, Disney+ et bien plus encore, pour profiter d’un contenu illimité.",https://www.soumari.com/wp-content/uploads/2026/05/TELEVISEUR-ENDURO-65-SMART-GOOGLE-TV_11zon-300x300.webp,,,Neuf,Dakar,,
Téléviseur Enduro 55″ Smart Google TV,Électronique & Hi-Fi,208900,225600,,5,"Le Enduro 55 Smart Google TV est un téléviseur nouvelle génération conçu pour offrir une expérience de divertissement exceptionnelle grâce à son grand écran et à ses fonctionnalités intelligentes avancées. Équipé du système Google TV, il vous donne accès à un large choix d’applications populaires comme YouTube, Netflix, Prime Video, Disney+ et bien plus encore, pour un divertissement illimité.",https://www.soumari.com/wp-content/uploads/2026/05/TELEVISEUR-ENDURO-55-SMART-GOOGLE-TV_11zon-300x300.webp,,,Neuf,Dakar,,
Téléviseur Enduro 43″ Smart Google TV,Électronique & Hi-Fi,123000,137800,,5,"Le **Enduro 43 Smart Google TV** est un téléviseur moderne conçu pour offrir une expérience de divertissement connectée et immersive. Grâce à son système **Google TV**, accédez facilement à vos applications favorites comme YouTube, Netflix, Prime Video et bien d’autres. Avec son écran **43 pouces Full HD**, ce téléviseur garantit des images nettes, des couleurs éclatantes et un excellent confort visuel, idéal pour le salon, la chambre ou le bureau.",https://www.soumari.com/wp-content/uploads/2026/05/Televiseur-Enduro-43-Smart-Google-TV-300x300.webp,,,Neuf,Dakar,,
TÉLÉVISEUR ENDURO 32″ SMART GOOGLE TV,Électronique & Hi-Fi,78000,87400,,5,"L’Enduro 32 Smart Google TV est un téléviseur moderne conçu pour offrir une expérience de divertissement connectée et intuitive. Grâce à son système Google TV, accédez facilement à vos applications favorites comme YouTube, Netflix , Prime Video et bien d’autres. Avec son écran 32 pouces HD, ce téléviseur garantit des images nettes, des couleurs vives et un excellent confort visuel, idéal pour la chambre, le salon ou le bureau.",https://www.soumari.com/wp-content/uploads/2026/05/TELEVISEUR-ENDURO-32-SMART-GOOGLE-TV-300x300.webp,,,Neuf,Dakar,,
Téléviseur IBSON 43’’ Smart Android IB0043F25S,Électronique & Hi-Fi,99800,111800,,5,"Le téléviseur IBSON 43 pouces Smart Android IB0043F25S est un excellent choix pour ceux qui recherchent un écran performant dans un format compact. Avec ses 43 pouces, il s’adapte parfaitement aux salons, chambres ou bureaux tout en offrant une expérience visuelle agréable. Équipé du système Android TV, il permet d’accéder facilement à une large gamme d’applications comme YouTube, Netflix et autres plateformes de streaming. Vous pouvez également naviguer sur internet et télécharger vos applications préférées directement depuis la télévision.",https://www.soumari.com/wp-content/uploads/2026/04/TELEVISEUR-IBSON-43-SMART-ANDROID-IB0043F25S_11zon-300x300.webp,,,Neuf,Dakar,,
Téléviseur IBSON 65’’ Smart Android,Électronique & Hi-Fi,250000,270000,,5,"Le téléviseur IBSON 65 pouces Smart Android est conçu pour offrir une expérience visuelle exceptionnelle dans votre salon. Avec son grand écran de 65 pouces, il garantit une immersion totale pour regarder films, séries, matchs ou vidéos en haute qualité. Doté du système Android TV, ce téléviseur permet d’accéder facilement à vos applications préférées comme YouTube, Netflix et bien d’autres. Vous pouvez naviguer sur internet, télécharger des applications et profiter d’un contenu illimité directement depuis votre téléviseur.",https://www.soumari.com/wp-content/uploads/2026/04/TELEVISEUR-IBSON-65-SMART-ANDROID_11zon-300x300.webp,,,Neuf,Dakar,,
Téléviseur deska 43 smart android 43Df85-E,Électronique & Hi-Fi,105000,117600,,5,"Le téléviseur Deska 43Df85-E combine technologie Smart Android et écran 43 pouces pour offrir une expérience visuelle immersive. Grâce à son système Android intégré, accédez facilement à vos applications préférées, services de streaming et contenus en ligne directement depuis votre téléviseur.",https://www.soumari.com/wp-content/uploads/2026/04/Televiseur-deska-43-smart-android-43Df85-E-300x300.webp,,,Neuf,Dakar,,
